OBJECTID,LONGITUDE,LATITUDE,COUNTRY,NAME,NAME2,N_TURBINES,POWER_MW,STATUS,YEAR,COAST_DIST_M,NOTES,
354,-7.99,43.95,Spain,San Brandan,San Brandan,,490,Planned,,21519.80191, ,
355,-7.67,43.97,Spain,San Cibrao,San Cibrao,,490,Planned,,20072.03874, ,
356,-15.35,28.05,Spain,SeaWorthy,SeaWorthy,,4.3,Planned,,4643.189864, ,
357,-15.56,27.67,Spain,Talasa,Talasa,,50,Planned,,7332.08511, ,
358,-15.48,27.67,Spain,Tarahal,Tarahal,,225,Planned,,12448.62749, ,
359,-15.59,28.26,Spain,The Wheel,The Wheel,,6,Planned,,11896.67207, ,
360,-13.49,28.96,Spain,Timanfaya,Timanfaya,,50,Planned,,2739.011945, ,
361,-15.56,27.69,Spain,Varuna,Varuna,,300,Planned,,5296.369375, ,
362,-8.32,43.63,Spain,Ventus Offshore,Ventus Offshore,,600,Planned,,6848.22643, ,
363,17.26,57.49,Sweden,Anemone,Anemone,,0,Planned,,16577.95363, ,
364,13.56,55.08,Sweden,Arkona Vindkraftpark,Arkona Vindkraftpark,,1200,Planned,,31342.54741, ,
365,14.95,54.99,Sweden,Aurora Offshore (SE),Aurora Offshore (SE),,5500,Planned,,1756.814155, ,
366,15.58,55.86,Sweden,Baltic Central Offshore,Baltic Central Offshore,,4000,Planned,,12705.8608, ,
367,16.51,55.42,Sweden,Baltic Edge,Baltic Edge,,1000,Planned,,6973.300354, ,
368,18.35,58.28,Sweden,Baltic Offshore Alpha,Baltic Offshore Alpha,,1960,Planned,,44955.82982, ,
369,16.17,55.61,Sweden,Baltic Offshore Beta,Baltic Offshore Beta,,3340,Planned,,34618.5021, ,
370,20.05,59.08,Sweden,Baltic Offshore Delta,Baltic Offshore Delta,,5000,Planned,,49176.07162, ,
371,20.08,59.23,Sweden,Baltic Offshore Delta North,Baltic Offshore Delta North,,2100,Planned,,39250.04254, ,
372,19.91,58.61,Sweden,Baltic Offshore Epsilon,Baltic Offshore Epsilon,,3000,Planned,,43588.70163, ,
373,14.96,55.96,Sweden,Blekinge Offshore AB,Blekinge Offshore AB,,1000,Planned,,8193.530806, ,
374,18.15,57.036,Sweden,Bockstigen Offshore,Bockstigen Offshore,5,2.75,Production,1998,2355.566195, ,
375,22.31,65.12,Sweden,Bores Krona,Bores Krona,,3400,Planned,,18224.47329, ,
376,21.63,63.83,Sweden,Bothnia Offshore Kappa,Bothnia Offshore Kappa,,2740,Planned,,30482.30312, ,
377,18.33,61.6,Sweden,Bothnia Offshore Lambda,Bothnia Offshore Lambda,,1500,Planned,,43337.31804, ,
378,22.95,64.89,Sweden,Bothnia Offshore Omega,Bothnia Offshore Omega,,1300,Planned,,53910.11867, ,
379,19.32,61.95,Sweden,Bothnia Offshore Sigma,Bothnia Offshore Sigma,,2740,Planned,,87925.83216, ,
380,13.39,55.61,Sweden,Cirrus,Cirrus,,2550,Planned,,21542.65563, ,
381,17.86,58.22,Sweden,Dyning,Dyning,,2000,Planned,,42149.62178, ,
382,19.6,58.79,Sweden,Erik Segersall,Erik Segersäll,,2000,Planned,,48768.25999, ,
383,19.6,58.79,Sweden,Erik Segersall,Erik Segersäll,,2000,Planned,,48768.25999, ,
384,19.6,58.79,Sweden,Erik Segersall,Erik Segersäll,,2000,Planned,,48768.25999, ,
385,18.94,61.85,Sweden,Eystrasalt,Eystrasalt,,4000,Planned,,70957.34128, ,
386,12.33,56.7,Sweden,Falkenberg-Halmstad,Falkenberg-Halmstad,,1000,Planned,,18482.14858, ,
387,18.23,61.09,Sweden,Gavle West,Gävle West,,4000,Planned,,49019.63331, ,
388,17.89,56.76,Sweden,Gotland,Gotland,,1500,Planned,,21925.46733, ,
389,10.55,58.67,Sweden,Heimdall,Heimdall,,2400,Planned,,29116.82604, ,
390,19.18,56.41,Sweden,Herkules I,Herkules I,,1000,Planned,,79295.74089, ,
391,19.45,56.83,Sweden,Herkules II,Herkules II,,1750,Planned,,63388.35454, ,
392,18.04,61.49,Sweden,Hudiksvall,Hudiksvall,,1500,Planned,,31104.81877, ,
393,18.03,58.07,Sweden,Kapheira,Kapheira,,2000,Planned,,37914.60931, ,
394,17.02,56.98,Sweden,Karehamn,Karehamn,16,48,Production,2013,5343.596212, ,
395,12.38,56.63,Sweden,Kattegatt,Kattegatt,,1500,Planned,,19125.9241, ,
396,17.63,56.95,Sweden,Kultje,Kultje,,2150,Planned,,30270.073, ,
397,17.67,58.65,Sweden,Langgrund,Langgrund,,0,Planned,,5268.066397, ,
398,17.34,58.51,Sweden,Langgrund II,Langgrund II,,0,Planned,,8452.403247, ,
399,23.07,65.05,Sweden,Lulea-Kalix I,Lulea-Kalix I,,1200,Planned,,43484.74987, ,
400,23.3,65.27,Sweden,Lulea-Kalix II,Lulea-Kalix II,,1800,Planned,,30164.49065, ,
401,10.58,58.16,Sweden,Mareld,Mareld,,2300,Planned,,41519.33699, ,
402,18.27,60.82,Sweden,Najaderna,Najaderna,,1000,Planned,,25022.45102, ,
403,17.34,57.45,Sweden,Neptune,Neptune,,2000,Planned,,16560.90464, ,
404,16.4,55.66,Sweden,Neptunus,Neptunus,,0,Planned,,34117.48427, ,
405,14.95,54.99,Sweden,Njord,Njord,,0,Planned,,1756.814155, ,
406,14.742,56.003,Sweden,Nogersund,Nogersund,1,0.22,Dismantled,1990,269.1342877,2008,
407,17.12,58.61,Sweden,Norra Klasgrunden,Norra Klasgrunden,,0,Planned,,2976.365199, ,
408,16.29,56.36,Sweden,Nya Utgrunden,Nya Utgrunden,,340,Planned,,7180.846001, ,
409,16.86,55.98,Sweden,Oland-Hoburg I,Oland-Hoburg I,,600,Planned,,36646.38753, ,
410,17.91,56.18,Sweden,Oland-Hoburg II,Oland-Hoburg II,,750,Planned,,82114.1615, ,
411,18.75,56.64,Sweden,Oland-Hoburg III,Oland-Hoburg III,,750,Planned,,42454.71312, ,
412,18.31,60.86,Sweden,Olof Skotkonung,Olof Skötkonung,,1750,Planned,,29905.95843, ,
413,17.64,58.55,Sweden,Oxelosund,Oxelösund,,600,Planned,,12931.72604, ,
414,19.57,57.4,Sweden,Pleione,Pleione,,0,Planned,,35162.20146, ,
415,23.73,65.37,Sweden,Polargrund,Polargrund,,1600,Planned,,18792.78371, ,
416,10.91,57.96,Sweden,Poseidon Nord,Poseidon Nord,,800,Planned,,28341.56953, ,
417,19.27,57.65,Sweden,Ran,Ran,,1800,Planned,,16852.64149, ,
418,11.3,58.25,Sweden,SeaTwirl 3MW,SeaTwirl 3MW,1,3,Dismantled,2011,3153.881745,2019,
419,17.35,57.38,Sweden,Simpevar,Simpevar,,800,Planned,,13720.64402, ,
420,12.91,55.64,Sweden,Sjollengrundet,Sjollengrundet,,300,Planned,,4773.589774, ,
421,10.25,58.41,Sweden,Skagerrak Offshore Gamma,Skagerrak Offshore Gamma,,2740,Planned,,47595.15782, ,
422,13.72,55.09,Sweden,Skane,Skane,,1500,Planned,,34108.3702, ,
423,19.84,58.58,Sweden,Skidbladner,Skidbladner,,2000,Planned,,38338.69639, ,
424,19.27,57.65,Sweden,Slite,Slite,,600,Planned,,16852.64149, ,
425,17.11,58.58,Sweden,Sodra Klasgrunden,Södra Klasgrunden,,0,Planned,,3699.636009, ,
426,17.12,55.64,Sweden,Sodra Victoria,Södra Victoria,,2000,Planned,,50066.5999, ,
427,11.14,58.38,Sweden,Sotenas Offshore Park,Sotenäs Offshore Park,,10,Planned,,2895.272704, ,
428,13.31,59.22,Sweden,Stenkalles grund,Stenkalles grund,,100,Approved,,108448.7926, ,
429,18.14,62.21,Sweden,Sundsvall,Sundsvall,,1200,Planned,,20658.94687, ,
430,13.58,55.29,Sweden,Sydkustens Vind,Sydkustens Vind,,500,Planned,,10537.19487, ,
431,13.3,55.16,Sweden,Triton,Triton,,0,Planned,,20011.89629, ,
432,16.28,56.344,Sweden,Utgrunden I,Utgrunden I,7,10.5,Dismantled,2000,7765.087598,2018,
433,20.73,63.55,Sweden,Vaktaren,Väktaren,,0,Planned,,4731.680313, ,
434,13.378,59.265,Sweden,Vanern,Vänern,7,21,Production,2009,113427.7349, ,
435,13.378,59.265,Sweden,Vanern,Vänern,3,9,Production,2009,113427.7349, ,
436,11.22,57.78,Sweden,Vastvind,Västvind,,1000,Planned,,19395.20211, ,
437,10.5,58.64,Sweden,Vidar,Vidar,,1400,Planned,,31072.16277, ,
438,16.019,56.167,Sweden,Yttre Stengrund 1,Yttre Stengrund 1,1,2,Dismantled,2001,3246.738742,2015,
439,16.019,56.167,Sweden,Yttre Stengrund 2-3-4,Yttre Stengrund 2-3-4,3,6,Dismantled,2001,3246.738742,2015,
440,16.019,56.167,Sweden,Yttre Stengrund 5,Yttre Stengrund 5,1,2,Dismantled,2001,3246.738742,2015,
441,-3.24,60.15,United Kingdom,Aspen,Aspen,,1500,Planned,,62514.20181, ,
442,-0.43,58.23,United Kingdom,Avalon,Avalon,,1500,Planned,,107727.6059, ,
443,0.49,57.97,United Kingdom,Beech North,Beech North,,1500,Planned,,143381.4843, ,
444,1.4,56.67,United Kingdom,Beech South,Beech South,,1500,Planned,,211714.8314, ,
445,-1.37,55.17,United Kingdom,Blyth Offshore,Blyth Offshore,5,41.5,Production,2017,8416.184226, ,
446,-1.35,55.19,United Kingdom,Blyth Offshore - 3A-4,Blyth Offshore - 3A-4,10,58.4,Approved,,9522.396471, ,
447,0.51,57.58,United Kingdom,Cenos,Cenos,,1400,Planned,,136577.1972, ,
448,1.96,57.11,United Kingdom,Central North Sea Electrification,Central North Sea Electrification,,250,Planned,,228547.9255, ,
449,1.87,57.2,United Kingdom,Culzean Floating Wind Pilot Project,Culzean Floating Wind Pilot Project,,3,Planned,,221266.3143, ,
450,-2.09,59.56,United Kingdom,Dolphyn (commercial),Dolphyn (commercial),,300,Planned,,24726.4026, ,
451,-2.09,59.54,United Kingdom,Dolphyn (full scale),Dolphyn (full scale),,2000,Planned,,23149.11574, ,
452,-1.88,56.97,United Kingdom,Dolphyn (precommercial),Dolphyn (precommercial),,10,Planned,,16774.37424, ,
453,-4.77,53.19,United Kingdom,Draig Y Mor,Draig Y Môr,,100,Planned,,11892.96284, ,
454,2.5,52.7,United Kingdom,East Anglia Two,East Anglia Two,75,900,Approved,,51624.27678, ,
455,-3.02,56.17,United Kingdom,Fife Energy Park,Fife Energy Park,1,7,Production,2014,380.3292051, ,
456,-3,56.16,United Kingdom,Forthwind Offshore Wind Demonstration Project - 1,Forthwind Offshore Wind Demonstration Project - 1,2,12,Approved,,1994.279213, ,
457,-3.02,56.14,United Kingdom,Forthwind Offshore Wind Demonstration Project - 2,Forthwind Offshore Wind Demonstration Project - 2,7,53,Planned,,3147.548098, ,
458,2.04,51.88,United Kingdom,Galloper,Galloper,56,353,Production,2018,39103.96476, ,
459,2.04,51.88,United Kingdom,Galloper Extension,Galloper Extension,,353,Planned,,39103.96476, ,
460,1.17,51.737,United Kingdom,Gunfleet Sands 1,Gunfleet Sands 1,30,108,Production,2009,5013.086205, ,
461,1.17,51.737,United Kingdom,Gunfleet Sands 2,Gunfleet Sands 2,18,64.8,Production,2009,5013.086205, ,
462,-1.24,57.88,United Kingdom,Harbour Energy North (INTOG),Harbour Energy North (INTOG),,15,Planned,,45857.65865, ,
463,-1.58,58.23,United Kingdom,Harbour Energy South (INTOG),Harbour Energy South (INTOG),,99.45,Planned,,64500.74174, ,
464,-1.3,57.5,United Kingdom,Hywind Scotland Pilot Park,Hywind Scotland Pilot Park,5,30,Production,2017,27996.19011, ,
465,-5.45,51.34,United Kingdom,Llyr 1,Llyr 1,,100,Planned,,41039.12644, ,
466,-5.27,51.34,United Kingdom,Llyr 2,Llyr 2,,100,Planned,,34555.94393, ,
467,-5.8,51.11,United Kingdom,Llywelyn,Llywelyn,,300,Planned,,74172.56346, ,
468,0.412,53.157,United Kingdom,Lynn and Inner Dowsing,Lynn and Inner Dowsing,27,97.2,Production,2008,4129.820289, ,
469,0.412,53.157,United Kingdom,Lynn and Inner Dowsing,Lynn and Inner Dowsing,27,97.2,Production,2008,4129.820289, ,
470,1.53,58.15,United Kingdom,Neos,Neos,,25,Planned,,208004.4262, ,
471,-6.52,55.58,United Kingdom,Nomadic Offshore Wind,Nomadic Offshore Wind,,400,Planned,,10269.30577, ,
472,2.67,52.87,United Kingdom,Norfolk Vanguard,Norfolk Vanguard,,2100,Approved,,67436.61348, ,
473,-5.66,55.04,United Kingdom,North Channel Wind 1,North Channel Wind 1,,300,Planned,,10570.33304, ,
474,-5.35,54.76,United Kingdom,North Channel Wind 2,North Channel Wind 2,,100,Planned,,12367.91921, ,
475,-5.53,54.27,United Kingdom,Olympic Wind (GB),Olympic Wind (GB),,1300,Planned,,2638.989498, ,
476,-1.06,57.58,United Kingdom,Salamander,Salamander,,200,Planned,,43137.60052, ,
477,-1.58,58.23,United Kingdom,Scaraben,Scaraben,,99.45,Planned,,64500.74174, ,
478,-1.86,57.05,United Kingdom,SENSE Wind Pelastar Full-Scale Prototype,SENSE Wind Pelastar Full-Scale Prototype,,15,Planned,,13953.97071, ,
479,-2.03,57.17,United Kingdom,SENSEWind Demonstrator,SENSEWind Demonstrator,,2,Planned,,2899.168242, ,
480,-6.92,55.57,United Kingdom,Shearwater One,Shearwater One,,3000,Planned,,24266.71724, ,
481,-1.71,58.29,United Kingdom,Sinclair,Sinclair,,99.45,Planned,,68323.64536, ,
482,-0.679,58.41,United Kingdom,Spiorad na Mara,Spiorad na Mara,,840,Planned,,110292.1382, ,
483,-4.85,51.62,United Kingdom,Trivane Demonstrator,Trivane Demonstrator,,1,Planned,,2287.98316, ,
484,-4.907,53.81,United Kingdom,Walney Phase 1,Walney Phase 1,51,183.6,Production,2011,26837.11095, ,
485,-5.02,50.91,United Kingdom,Whitecross,Whitecross,,100,Planned,,31697.64223, ,
486,6.37,54.72,Germany,N-11.1,N-11.1,,2000,Planned,,113943.1283, ,
487,6.16,54.77,Germany,N-12.1,N-12.1,,2000,Planned,,128428.8326, ,
488,6.12,54.87,Germany,N-12.2,N-12.2,,2000,Planned,,136412.1137, ,
489,13.78,54.85,Germany,O-2.2,O-2.2,,1000,Planned,,29135.51122, ,
490,2.8,51.67,Belgium,Belwind I,Belwind I,55,165,Production,2010,43617.79323, ,
491,8.221,56.661,Denmark,Ronland,Rønland,4,8,Production,2003,476.3378314, ,
492,8.221,56.661,Denmark,Ronland,Rønland,4,9.2,Production,2003,476.3378314, ,
493,11.13,54.97,Denmark,Vindeby-Lolland,Vindeby-Lolland,11,4.95,Dismantled,1991,1676.312857,2017,
494,20.82,58.15,Estonia,Aker Offshore,Aker Offshore,,1000,Planned,,58552.75391, ,
495,21.25,58.13,Estonia,European Energy Estonia OÜ,European Energy Estonia OÜ,,1000,Planned,,36846.35369, ,
496,21.67,58.14,Estonia,Saare,Saare,100,600,Planned,,17436.67701, ,
497,22.9,57.95,Estonia,Saare Liivi 1,Saare Liivi 1,,1200,Planned,,23043.67636, ,
498,23.02,57.96,Estonia,Saare Liivi 2,Saare Liivi 2,,1200,Planned,,19551.2175, ,
499,23.15,57.98,Estonia,Saare Liivi 3,Saare Liivi 3,,1200,Planned,,18002.21338, ,
500,23.39,58.01,Estonia,Saare Liivi 4,Saare Liivi 4,,1200,Planned,,22587.6116, ,
501,21.24,58.19,Estonia,Saaremaa Roheenergia,Saaremaa Roheenergia,,0,Planned,,34021.57948, ,
502,21.74,58.06,Estonia,Sorve,Sõrve,,1200,Planned,,17087.59829, ,
503,21.73,57.94,Estonia,Sorve 2,Sõrve 2,,1200,Planned,,15059.82755, ,
504,21.37,58.18,Estonia,Sunly SW11,Sunly SW11,,108,Planned,,27920.97541, ,
505,21.41,58.23,Estonia,Sunly SW12,Sunly SW12,,72,Planned,,23116.20209, ,
506,21.41,58.23,Estonia,Sunly SW13,Sunly SW13,,72,Planned,,23116.20209, ,
507,21.87,58.14,Estonia,Sunly SW5,Sunly SW5,,84,Planned,,11157.10637, ,
508,21.6,58.24,Estonia,Sunly SW6,Sunly SW6,,492,Planned,,13029.02031, ,
509,21.43,58.28,Estonia,Sunly SW7,Sunly SW7,,252,Planned,,20115.39812, ,
510,21.42,58.18,Estonia,Sunly SW8,Sunly SW8,,120,Planned,,25473.22234, ,
511,21.26,58.19,Estonia,Sunly SW9,Sunly SW9,,120,Planned,,32967.48894, ,
512,20.77,62.79,Finland,Korsnas - Forststyrelsen,Korsnäs - Forststyrelsen,,0,Planned,,15298.49182, ,
513,20.69,61.8,Finland,Navakka,Navakka,,1500,Planned,,32683.58458, ,
514,24.61,65.28,Finland,Pooki,Pooki,,2000,Planned,,11969.34737, ,
515,20.1,60.71,Finland,Stormskar,Stormskar,,1725,Planned,,19827.31079, ,
516,20.8,62.53,Finland,Tyrsky,Tyrsky,,1400,Planned,,13064.90044, ,
517,23.89,64.61,Finland,Ulkonahkiainen,Ulkonahkiainen,70,210,Planned,,17882.33654, ,
518,20.15,60.59,Finland,Vaderskar,Vaderskar,,375,Planned,,6360.625103, ,
519,6.496,53.967,Germany,Borkum Riffgrund II,Borkum Riffgrund II,20,166.6,Production,2018,41846.56335, ,
520,6.496,53.967,Germany,Borkum Riffgrund II,Borkum Riffgrund II,36,298.8,Production,2018,41846.56335, ,
521,7.11,54.037,Germany,Gode Wind III,Gode Wind III,,111,Construction,,35336.82485, ,
522,7.11,54.037,Germany,Gode Wind III,Gode Wind III,,131.75,Construction,,35336.82485, ,
523,7.7,54.49,Germany,Kaskasi,Kaskasi,38,342,Production,2022,35425.74303, ,
524,7.707,54.402,Germany,Meerwind Ost,Meerwind Ost,40,151.2,Production,2015,26124.92927, ,
525,7.707,54.402,Germany,Meerwind Süd,Meerwind Süd,40,151.2,Production,2015,26124.92927, ,
526,6.22,54.29,Germany,Nordlicht I,Nordlicht I,,930,Planned,,81616.68855, ,
527,14.03,54.89,Germany,Windanker,Windanker,,300,Planned,,42328.25508, ,
528,-7.46,51.81,Ireland,Celtic One,Celtic One,,800,Planned,,21928.75938, ,
529,-7.28,51.97,Ireland,Helvick Head,Helvick Head,,800,Planned,,18322.47782, ,
530,-6.09,52.54,Ireland,Loch Garman,Loch Garman,,750,Planned,,7505.284528, ,
531,-5.91,53.27,Ireland,Sea Stacks,Sea Stacks,,800,Planned,,11416.60365, ,
532,-5.89,53.76,Ireland,Setanta,Setanta,,1000,Planned,,19567.17986, ,
533,-6.99,51.98,Ireland,SSE Renewables Celtic Sea,SSE Renewables Celtic Sea,,800,Planned,,16514.85217, ,
534,20.47,55.94,Lithuania,Lithuanian Tender 1,Lithuanian Tender 1,,700,Planned,,36262.42833, ,
535,20.27,55.87,Lithuania,Lithuanian Tender 2,Lithuanian Tender 2,,700,Planned,,48868.5823, ,
536,3,51.71,Netherlands,Borssele Site V,Borssele Site V,,19,Production,2020,35684.96769, ,
537,4.165,52.403,Netherlands,Eneco Luchterduinen,Eneco Luchterduinen,43,129,Production,2015,23795.13894, ,
538,5.963,54.036,Netherlands,Gemini,Gemini,150,600,Production,2016,60905.85922, ,
539,4.27,52.67,Netherlands,Hollandse Kust Noord Holland I - II,Hollandse Kust Noord Holland I - II,69,759,Production,2023,24155.10501, ,
540,4.07,52.33,Netherlands,Hollandse Kust Zuid Holland I - II,Hollandse Kust Zuid Holland I - II,70,770,Construction,,25894.52504, ,
541,4.072,52.33,Netherlands,Hollandse Kust Zuid Holland III - IV,Hollandse Kust Zuid Holland III - IV,70,770,Construction,,25777.04183, ,
542,16.19,54.95,Poland,Baltex 2,Baltex 2,,560,Planned,,49142.35112, ,
543,17.65,55.05,Poland,Baltic Power,Baltic Power,,1200,Planned,,28426.90698, ,
544,17.53,55.56,Poland,Baltica 1,Baltica 1,,900,Planned,,68610.91383, ,
545,17.1,55.07,Poland,Baltica 2,Baltica 2,,1498,Planned,,38842.06607, ,
546,17.45,55.06,Poland,Baltica 3,Baltica 3,,1045.5,Planned,,33058.53381, ,
547,16.88,55.08,Poland,Baltyk II,Baltyk II,,720,Planned,,38794.62712, ,
548,17.36,54.99,Poland,Baltyk III,Baltyk III,,720,Planned,,26496.00776, ,
549,18.08,55.06,Poland,B-Wind,B-Wind,,200,Planned,,25173.27464, ,
550,17.95,55.08,Poland,C-Wind,C-Wind,,200,Planned,,27729.06227, ,
551,16.64,55.09,Poland,FEW Baltic II,FEW Baltic II,,350,Planned,,30662.33922, ,
552,-15.32,27.78,Spain,Cardon,Cardon,,50,Planned,,11214.22594, ,
553,3.46,42.13,Spain,Catwind,Catwind,,1200,Planned,,20256.4717, ,
554,-7.33,43.98,Spain,Celta I,Celta I,,495,Planned,,30242.69439, ,
555,-2.88,43.47,Spain,DemoSATH,DemoSATH,1,2,Production,2023,3765.704496, ,
556,-15.32,27.82,Spain,DUNAS,DUNAS,,50,Planned,,8376.031338, ,
557,-15.31,27.81,Spain,FOWCA,FOWCA,,225,Planned,,9832.741347, ,
558,3.42,42.15,Spain,Gavina,Gavina,,500,Planned,,16263.47388, ,
559,-15.35,27.79,Spain,Gran Canaria Este,Gran Canaria Este,,144,Planned,,8348.946905, ,
560,-9.28,41.91,Spain,Juan Sebastian Elcano,Juan Sebastian Elcano,,522,Planned,,32624.63076, ,
561,3.47,42.17,Spain,L'Emporda,L’Emporda,,510,Planned,,18426.71379, ,
562,-3.18,36.53,Spain,La Pinta,La Pinta,,990,Planned,,23628.20125, ,
563,-13.5,28.94,Spain,Lanzarote Este,Lanzarote Este,,50,Planned,,4146.672463, ,
564,-15.32,27.8,Spain,Mojo,Mojo,,50,Planned,,9653.714084, ,
565,-2.89,43.46,Spain,MPS demo - BiMEP,MPS demo - BiMEP,,2.5,Planned,,2730.413479, ,
566,-9.28,41.92,Spain,Volanteiro,Volanteiro,,510,Planned,,32564.32763, ,
567,18.62,61.12,Sweden,Fyrskeppet,Fyrskeppet,,2000,Planned,,63187.18728, ,
568,17.89,60.87,Sweden,Gavle East,Gävle East,,5500,Planned,,23711.54885, ,
569,17.72,61.52,Sweden,Gretas Klackar,Gretas Klackar,,0,Planned,,13678.31724, ,
570,17.72,61.52,Sweden,Gretas Klackar II,Gretas Klackar II,,0,Planned,,13678.31724, ,
571,13.1,55.07,Sweden,Kriegers Flak II,Kriegers Flak II,128,640,Approved,,32450.02493, ,
572,12.763,55.509,Sweden,Lillgrund,Lillgrund,15,34.5,Production,2007,7813.543454, ,
573,12.763,55.509,Sweden,Lillgrund,Lillgrund,21,48.3,Production,2007,7813.543454, ,
574,12.763,55.509,Sweden,Lillgrund,Lillgrund,12,27.6,Production,2007,7813.543454, ,
575,11.12,57.8,Sweden,Poseidon Syd,Poseidon Syd,,200,Planned,,23074.41712, ,
576,17.5,61.12,Sweden,Storgrundet,Storgrundet,,1020,Approved,,9687.378715, ,
577,18.52,61.38,Sweden,Sylen,Sylen,261,5000,Planned,,59167.41648, ,
578,17.5,61.08,Sweden,Utposten II,Utposten II,,0,Planned,,10856.71597, ,
579,-2.692,58.304,United Kingdom,Beatrice Demonstration,Beatrice Demonstration,2,10,Dismantled,2007,25483.24526,2016,
580,0.7,56.97,United Kingdom,Cedar,Cedar,,1008,Planned,,159286.2044, ,
581,2.94,55.06,United Kingdom,Dogger Bank D,Dogger Bank D,,1320,Planned,,221542.2435, ,
582,-1.99,57.23,United Kingdom,EOWDC,EOWDC,9,75.6,Production,2018,3440.148274, ,
583,-1.99,57.23,United Kingdom,EOWDC,EOWDC,2,17.6,Production,2018,3440.148274, ,
584,-5.6,51.38,United Kingdom,Erebus (Commercial),Erebus (Commercial),,600,Planned,,41129.02832, ,
585,1.982,51.773,United Kingdom,Greater Gabbard 1,Greater Gabbard 1,80,288,Production,2012,44503.99322, ,
586,1.982,51.773,United Kingdom,Greater Gabbard 2,Greater Gabbard 2,60,216,Production,2012,44503.99322, ,
587,1.982,51.773,United Kingdom,Greater Gabbard Extension,Greater Gabbard Extension,,504,Planned,,44503.99322, ,
588,-0.65,57.9,United Kingdom,Green Volt,Green Volt,,480,Planned,,76972.36982, ,
589,1.19,51.7,United Kingdom,Gunfleet Sands 3 Demonstration,Gunfleet Sands 3 Demonstration,2,12,Production,2013,9315.445232, ,
590,-5.74,51.19,United Kingdom,Gwynt Glas,Gwynt Glas,,1000,Planned,,64339.14558, ,
591,1.79,53.9,United Kingdom,Hornsea Project One - Heron Wind,Hornsea Project One - Heron Wind,87,609,Production,2019,112580.2234, ,
592,1.56,53.92,United Kingdom,Hornsea Project Two - Breesea and Optimus Wind,Hornsea Project Two - Breesea and Optimus Wind,165,1386,Production,2022,99070.46678, ,
593,1.079,51.45,United Kingdom,Kentish Flats 2,Kentish Flats 2,15,49.5,Production,2015,8722.301683, ,
594,-0.56,57.41,United Kingdom,Muir Mhor,Muir Mhor,,798,Planned,,73096.1972, ,
595,-0.56,58.12,United Kingdom,Orcadian Microgrid,Orcadian Microgrid,,105,Planned,,94125.83688, ,
596,-5.13,51.47,United Kingdom,Pembrokeshire Demonstration Zone,Pembrokeshire Demonstration Zone,,180,Planned,,17523.23115, ,
597,-3.85,58.65,United Kingdom,Pentland,Pentland,,100,Approved,,9009.095726, ,
598,-5.49,50.94,United Kingdom,Petroc,Petroc,,300,Planned,,53405.14859, ,
599,0.841,53.276,United Kingdom,Race Bank Extension,Race Bank Extension,,573,Planned,,32695.29597, ,
600,-3.71,54.756,United Kingdom,Robin Rigg,Robin Rigg,30,90,Production,2010,10475.48206, ,
601,-3.71,54.756,United Kingdom,Robin Rigg,Robin Rigg,28,84,Production,2010,10475.48206, ,
602,-1.821,56.611,United Kingdom,Seagreen,Seagreen,114,1075,Production,2023,36888.66336, ,
603,-3.737,54.087,United Kingdom,Walney Extension,Walney Extension,47,329,Production,2018,29167.66707, ,
604,-3.737,54.087,United Kingdom,Walney Extension,Walney Extension,40,330,Production,2018,29167.66707, ,
605,2.94,51.54,Belgium,Thorntonbank Part 1,Thorntonbank Part 1,6,30.45,Production,2008,26229.41122, ,
606,2.97,51.56,Belgium,Thorntonbank Part 2,Thorntonbank Part 2,30,184.5,Production,2013,26856.87531, ,
607,2.92,51.54,Belgium,Thorntonbank Part 3,Thorntonbank Part 3,18,110.7,Production,2013,27111.35891, ,
608,24.09,64.58,Finland,Raahe Maanahkiaisen,Raahe Maanahkiaisen,70,350,Planned,,8449.569077, ,
609,20.77,56.82,Latvia,Baltic Wind Park Phase 1,Baltic Wind Park Phase 1,,200,Planned,,17203.50386, ,
610,20.77,56.82,Latvia,Baltic Wind Park Phase 2,Baltic Wind Park Phase 2,,300,Planned,,17203.50386, ,
611,17.26,55.52,Poland,Baltyk I Phase 1,Baltyk I Phase 1,190,1140,Planned,,51081.33172, ,
612,17.38,55.51,Poland,Baltyk I Phase 2,Baltyk I Phase 2,70,420,Planned,,57895.82734, ,
613,3.44,42.19,Spain,Tramuntana Phase 1,Tramuntana Phase 1,,450,Planned,,15165.27781, ,
614,-1.86,57,United Kingdom,Kincardine Offshore Windfarm Part 1,Kincardine Offshore Windfarm Part 1,1,2,Production,2021,16069.68369, ,
615,-1.849,57.005,United Kingdom,Kincardine Offshore Windfarm Part 2,Kincardine Offshore Windfarm Part 2,5,47.5,Production,2021,16418.74297, ,
616,0.837,53.479,United Kingdom,Triton Knoll Wind Farm Part 1,Triton Knoll Wind Farm Part 1,30,285,Production,2021,40821.09308, ,
617,0.837,53.479,United Kingdom,Triton Knoll Wind Farm Part 2,Triton Knoll Wind Farm Part 2,30,285,Production,2021,40821.09308, ,
618,0.837,53.479,United Kingdom,Triton Knoll Wind Farm Part 3,Triton Knoll Wind Farm Part 3,30,285,Production,2022,40821.09308, ,
619,-3.605,54.081,United Kingdom,Walney Phase 2,Walney Phase 2,51,183.6,Production,2012,22145.10364, ,
